Time,power_t,power_t-1,power_t-2,power_t-3,power_t-4,power_t-5,power_t-6,power_t-7,power_t-8,power_t-9,power_t-10,power_t-11,power_t-12,power_t-13,power_t-14,power_t-15,power_t-16
2018-06-01 14:00:00-05,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396,1.8593960396039604,1.8353960396039604,1.8872821782178213,1.7615198019801983,1.6268811881188119,1.6575445544554452,1.6103168316831682,1.6073663366336632,1.4893267326732669,1.4265198019801983
2018-06-01 14:15:00-05,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396,1.8593960396039604,1.8353960396039604,1.8872821782178213,1.7615198019801983,1.6268811881188119,1.6575445544554452,1.6103168316831682,1.6073663366336632,1.4893267326732669
2018-06-01 14:30:00-05,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396,1.8593960396039604,1.8353960396039604,1.8872821782178213,1.7615198019801983,1.6268811881188119,1.6575445544554452,1.6103168316831682,1.6073663366336632
2018-06-01 14:45:00-05,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396,1.8593960396039604,1.8353960396039604,1.8872821782178213,1.7615198019801983,1.6268811881188119,1.6575445544554452,1.6103168316831682
2018-06-01 15:00:00-05,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396,1.8593960396039604,1.8353960396039604,1.8872821782178213,1.7615198019801983,1.6268811881188119,1.6575445544554452
2018-06-01 15:15:00-05,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396,1.8593960396039604,1.8353960396039604,1.8872821782178213,1.7615198019801983,1.6268811881188119
2018-06-01 15:30:00-05,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396,1.8593960396039604,1.8353960396039604,1.8872821782178213,1.7615198019801983
2018-06-01 15:45:00-05,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396,1.8593960396039604,1.8353960396039604,1.8872821782178213
2018-06-01 16:00:00-05,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396,1.8593960396039604,1.8353960396039604
2018-06-01 16:15:00-05,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396,1.8593960396039604
2018-06-01 16:30:00-05,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228,1.957539603960396
2018-06-01 16:45:00-05,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014,2.037222772277228
2018-06-01 17:00:00-05,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683,2.1909900990099014
2018-06-01 17:15:00-05,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129,2.225168316831683
2018-06-01 17:30:00-05,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386,2.286212871287129
2018-06-01 17:45:00-05,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099,2.359138613861386
2018-06-01 18:00:00-05,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198,2.488009900990099
2018-06-01 18:15:00-05,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456,2.53619801980198
2018-06-01 18:30:00-05,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168,2.702445544554456
2018-06-01 18:45:00-05,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312,2.6868316831683168
2018-06-01 19:00:00-05,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813,2.8201831683168312
2018-06-01 19:15:00-05,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645,2.9961881188118813
2018-06-01 19:30:00-05,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013,2.9973465346534645
2018-06-01 19:45:00-05,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119,2.8929900990099013
2018-06-01 20:00:00-05,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745,2.673311881188119
2018-06-01 20:15:00-05,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926,2.8687574257425745
2018-06-01 20:30:00-05,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174,2.8780792079207926
2018-06-01 20:45:00-05,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907,3.0038316831683174
2018-06-01 21:00:00-05,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178,3.0065990099009907
2018-06-01 21:15:00-05,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703,3.129717821782178
2018-06-01 21:30:00-05,2.787089108910891,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644,3.174970297029703
2018-06-01 21:45:00-05,2.8250841584158413,2.787089108910891,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675,3.2563465346534644
2018-06-01 22:00:00-05,2.810420792079208,2.8250841584158413,2.787089108910891,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257,3.4833168316831675
2018-06-01 22:15:00-05,2.711688118811881,2.810420792079208,2.8250841584158413,2.787089108910891,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792,3.379925742574257
2018-06-01 22:30:00-05,2.573529702970297,2.711688118811881,2.810420792079208,2.8250841584158413,2.787089108910891,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624,3.34479207920792
2018-06-01 22:45:00-05,2.5212326732673263,2.573529702970297,2.711688118811881,2.810420792079208,2.8250841584158413,2.787089108910891,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238,3.297262376237624
2018-06-01 23:00:00-05,2.4477722772277226,2.5212326732673263,2.573529702970297,2.711688118811881,2.810420792079208,2.8250841584158413,2.787089108910891,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883,3.333623762376238
2018-06-01 23:15:00-05,2.2450594059405944,2.4477722772277226,2.5212326732673263,2.573529702970297,2.711688118811881,2.810420792079208,2.8250841584158413,2.787089108910891,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922,3.2321188118811883
2018-06-01 23:30:00-05,2.3422128712871286,2.2450594059405944,2.4477722772277226,2.5212326732673263,2.573529702970297,2.711688118811881,2.810420792079208,2.8250841584158413,2.787089108910891,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524,3.231292079207922
2018-06-01 23:45:00-05,2.196559405940594,2.3422128712871286,2.2450594059405944,2.4477722772277226,2.5212326732673263,2.573529702970297,2.711688118811881,2.810420792079208,2.8250841584158413,2.787089108910891,2.9463712871287133,2.9264653465346537,2.983851485148514,3.056965346534654,3.0780495049504952,3.131272277227723,3.1969752475247524
