Time,power_t,power_t-1,power_t-2,power_t-3,power_t-4,power_t-5,power_t-6,power_t-7,power_t-8,power_t-9,power_t-10,power_t-11,power_t-12,power_t-13,power_t-14,power_t-15,power_t-16
2018/5/1 4:00,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999,0.652514563,0.6921601940000001,0.660063107,0.633864078,0.627936893,0.6824174759999999,0.678703883,0.78292233,0.779708738,0.823349515
2018/5/1 4:15,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999,0.652514563,0.6921601940000001,0.660063107,0.633864078,0.627936893,0.6824174759999999,0.678703883,0.78292233,0.779708738
2018/5/1 4:30,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999,0.652514563,0.6921601940000001,0.660063107,0.633864078,0.627936893,0.6824174759999999,0.678703883,0.78292233
2018/5/1 4:45,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999,0.652514563,0.6921601940000001,0.660063107,0.633864078,0.627936893,0.6824174759999999,0.678703883
2018/5/1 5:00,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999,0.652514563,0.6921601940000001,0.660063107,0.633864078,0.627936893,0.6824174759999999
2018/5/1 5:15,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999,0.652514563,0.6921601940000001,0.660063107,0.633864078,0.627936893
2018/5/1 5:30,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999,0.652514563,0.6921601940000001,0.660063107,0.633864078
2018/5/1 5:45,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999,0.652514563,0.6921601940000001,0.660063107
2018/5/1 6:00,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999,0.652514563,0.6921601940000001
2018/5/1 6:15,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999,0.652514563
2018/5/1 6:30,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252,0.6350145629999999
2018/5/1 6:45,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447,0.636058252
2018/5/1 7:00,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369,0.613218447
2018/5/1 7:15,0.886771845,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563,0.615354369
2018/5/1 7:30,0.8646262140000001,0.886771845,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282,0.646514563
2018/5/1 7:45,0.86668932,0.8646262140000001,0.886771845,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437,0.621757282
2018/5/1 8:00,0.837606796,0.86668932,0.8646262140000001,0.886771845,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932,0.676985437
2018/5/1 8:15,0.811364078,0.837606796,0.86668932,0.8646262140000001,0.886771845,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146,0.64468932
2018/5/1 8:30,0.821393204,0.811364078,0.837606796,0.86668932,0.8646262140000001,0.886771845,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311,0.668995146
2018/5/1 8:45,0.88468932,0.821393204,0.811364078,0.837606796,0.86668932,0.8646262140000001,0.886771845,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777,0.664956311
2018/5/1 9:00,0.8851844659999999,0.88468932,0.821393204,0.811364078,0.837606796,0.86668932,0.8646262140000001,0.886771845,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252,0.674640777
2018/5/1 9:15,0.8869417479999999,0.8851844659999999,0.88468932,0.821393204,0.811364078,0.837606796,0.86668932,0.8646262140000001,0.886771845,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466,0.644558252
2018/5/1 9:30,0.8680679609999999,0.8869417479999999,0.8851844659999999,0.88468932,0.821393204,0.811364078,0.837606796,0.86668932,0.8646262140000001,0.886771845,0.859184466,0.791859223,0.699839806,0.67861165,0.605208738,0.603776699,0.64784466
