Time,power
2018-01-04 13:15:00-06,1.1154072398190045
2018-01-04 13:30:00-06,1.0586515837104071
2018-01-04 13:45:00-06,1.0417828054298643
2018-01-04 14:00:00-06,1.047656108597285
2018-01-04 14:15:00-06,1.0369276018099547
2018-01-04 14:30:00-06,1.0126108597285066
2018-01-04 14:45:00-06,1.0085520361990952
2018-01-04 15:00:00-06,0.9656696832579186
2018-01-04 15:15:00-06,1.0095882352941177
2018-01-04 15:30:00-06,0.9524162895927604
2018-01-04 15:45:00-06,0.9677239819004524
2018-01-04 16:00:00-06,1.0533348416289594
2018-01-04 16:15:00-06,1.0181809954751129
2018-01-04 16:30:00-06,1.068235294117647
2018-01-04 16:45:00-06,1.010135746606335
2018-01-04 17:00:00-06,1.0593257918552037
2018-01-04 17:15:00-06,1.167493212669683
2018-01-04 17:30:00-06,1.2367647058823532
2018-01-04 17:45:00-06,1.268841628959276
2018-01-04 18:00:00-06,1.3702398190045249
2018-01-04 18:15:00-06,1.4569185520361991
2018-01-04 18:30:00-06,1.4347511312217192
2018-01-04 18:45:00-06,1.4037601809954752
2018-01-04 19:00:00-06,1.3921583710407242
2018-01-04 19:15:00-06,1.3708416289592762
2018-01-04 19:30:00-06,1.3338552036199096
2018-01-04 19:45:00-06,1.3436199095022625
2018-01-04 20:00:00-06,1.3297692307692308
2018-01-04 20:15:00-06,1.3534072398190042
2018-01-04 20:30:00-06,1.3468416289592762
2018-01-04 20:45:00-06,1.3442081447963805
2018-01-04 21:00:00-06,1.4222307692307694
2018-01-04 21:15:00-06,1.3414072398190044
2018-01-04 21:30:00-06,1.3105656108597286
2018-01-04 21:45:00-06,1.2391493212669684
2018-01-04 22:00:00-06,1.2810045248868778
2018-01-04 22:15:00-06,1.225108597285068
2018-01-04 22:30:00-06,1.1103212669683256
2018-01-04 22:45:00-06,1.150696832579185
2018-01-04 23:00:00-06,1.079321266968326
2018-01-04 23:15:00-06,1.0364524886877828
2018-01-04 23:30:00-06,0.9950180995475112
2018-01-04 23:45:00-06,0.9604615384615384
2018-01-05 00:00:00-06,0.9739457013574659
2018-01-05 00:15:00-06,0.9075339366515836
2018-01-05 00:30:00-06,0.8937420814479637
2018-01-05 00:45:00-06,0.9009095022624436
2018-01-05 01:00:00-06,0.8904796380090497
2018-01-05 01:15:00-06,0.8661221719457013
2018-01-05 01:30:00-06,0.7976832579185521
2018-01-05 01:45:00-06,0.8709909502262444
2018-01-05 02:00:00-06,0.863787330316742
2018-01-05 02:15:00-06,0.8812941176470589
2018-01-05 02:30:00-06,0.8474705882352941
2018-01-05 02:45:00-06,0.8367466063348415
2018-01-05 03:00:00-06,0.7992805429864253
2018-01-05 03:15:00-06,0.8233665158371041
2018-01-05 03:30:00-06,0.8862760180995475
2018-01-05 03:45:00-06,0.8896108597285068
2018-01-05 04:00:00-06,0.9087873303167421
2018-01-05 04:15:00-06,0.9428371040723984
2018-01-05 04:30:00-06,0.905004524886878
2018-01-05 04:45:00-06,0.8835837104072398
2018-01-05 05:00:00-06,0.8902307692307692
2018-01-05 05:15:00-06,0.9490995475113122
2018-01-05 05:30:00-06,0.9407058823529408
2018-01-05 05:45:00-06,0.8886018099547512
2018-01-05 06:00:00-06,0.9621131221719458
2018-01-05 06:15:00-06,1.0228190045248868
2018-01-05 06:30:00-06,1.042760180995475
2018-01-05 06:45:00-06,1.0915701357466063
2018-01-05 07:00:00-06,1.1848054298642534
2018-01-05 07:15:00-06,1.2236877828054298
2018-01-05 07:30:00-06,1.2214343891402717
2018-01-05 07:45:00-06,1.2595701357466065
2018-01-05 08:00:00-06,1.217262443438914
2018-01-05 08:15:00-06,1.1668868778280543
2018-01-05 08:30:00-06,1.2274796380090498
2018-01-05 08:45:00-06,1.1332217194570136
2018-01-05 09:00:00-06,1.1020090497737556
2018-01-05 09:15:00-06,1.1388235294117646
2018-01-05 09:30:00-06,1.0472986425339366
2018-01-05 09:45:00-06,1.0564298642533936
2018-01-05 10:00:00-06,1.0697330316742082
2018-01-05 10:15:00-06,1.0529185520361992
2018-01-05 10:30:00-06,1.061579185520362
2018-01-05 10:45:00-06,1.07241628959276
2018-01-05 11:00:00-06,1.1182669683257918
2018-01-05 11:15:00-06,1.1221357466063349
2018-01-05 11:30:00-06,1.1556063348416292
2018-01-05 11:45:00-06,1.0918190045248868
2018-01-05 12:00:00-06,1.0470090497737556
2018-01-05 12:15:00-06,1.0411266968325792
2018-01-05 12:30:00-06,1.0314796380090498
2018-01-05 12:45:00-06,1.0449592760180997
2018-01-05 13:00:00-06,1.1243574660633484
2018-01-05 13:15:00-06,1.0812217194570135
2018-01-05 13:30:00-06,1.0255791855203622
2018-01-05 13:45:00-06,1.014529411764706
2018-01-05 14:00:00-06,0.9967511312217192
2018-01-05 14:15:00-06,0.94231221719457
2018-01-05 14:30:00-06,0.8889638009049774
2018-01-05 14:45:00-06,0.916045248868778
2018-01-05 15:00:00-06,0.9398054298642534
2018-01-05 15:15:00-06,0.8843891402714933
2018-01-05 15:30:00-06,0.8398009049773756
2018-01-05 15:45:00-06,0.8212262443438914
2018-01-05 16:00:00-06,0.8366832579185522
2018-01-05 16:15:00-06,0.8155837104072399
2018-01-05 16:30:00-06,0.8157601809954752
2018-01-05 16:45:00-06,0.8426334841628959
2018-01-05 17:00:00-06,0.9188009049773754
2018-01-05 17:15:00-06,0.9010135746606336
2018-01-05 17:30:00-06,0.9700271493212672
2018-01-05 17:45:00-06,0.99879185520362
2018-01-05 18:00:00-06,1.150235294117647
2018-01-05 18:15:00-06,1.2568778280542985
2018-01-05 18:30:00-06,1.2289773755656108
2018-01-05 18:45:00-06,1.2021447963800906
2018-01-05 19:00:00-06,1.2265475113122173
2018-01-05 19:15:00-06,1.1995158371040722
2018-01-05 19:30:00-06,1.2073619909502262
2018-01-05 19:45:00-06,1.2957737556561086
2018-01-05 20:00:00-06,1.3887647058823531
2018-01-05 20:15:00-06,1.3472760180995476
2018-01-05 20:30:00-06,1.2961447963800905
2018-01-05 20:45:00-06,1.2571357466063349
2018-01-05 21:00:00-06,1.263158371040724
2018-01-05 21:15:00-06,1.2340633484162893
2018-01-05 21:30:00-06,1.1465339366515837
2018-01-05 21:45:00-06,1.1079049773755656
2018-01-05 22:00:00-06,1.1154660633484164
2018-01-05 22:15:00-06,1.1436561085972854
2018-01-05 22:30:00-06,1.0719276018099546
2018-01-05 22:45:00-06,1.1054162895927604
2018-01-05 23:00:00-06,1.1267828054298643
2018-01-05 23:15:00-06,1.0501809954751131
2018-01-05 23:30:00-06,1.0396651583710408
2018-01-05 23:45:00-06,1.0337058823529408
2018-01-06 00:00:00-06,1.0655972850678734
2018-01-06 00:15:00-06,0.9382624434389141
2018-01-06 00:30:00-06,0.9222262443438912
2018-01-06 00:45:00-06,0.9294298642533936
2018-01-06 01:00:00-06,0.8405656108597285
2018-01-06 01:15:00-06,0.9064796380090496
2018-01-06 01:30:00-06,0.8515791855203622
2018-01-06 01:45:00-06,0.8202760180995475
2018-01-06 02:00:00-06,0.8567692307692308
2018-01-06 02:15:00-06,0.8451040723981901
2018-01-06 02:30:00-06,0.8406199095022624
2018-01-06 02:45:00-06,0.8267873303167421
2018-01-06 03:00:00-06,0.9127556561085972
2018-01-06 03:15:00-06,0.881601809954751
2018-01-06 03:30:00-06,0.8101900452488687
2018-01-06 03:45:00-06,0.9047330316742082
2018-01-06 04:00:00-06,0.8771221719457013
2018-01-06 04:15:00-06,0.8541447963800904
2018-01-06 04:30:00-06,0.8893981900452487
2018-01-06 04:45:00-06,0.9324434389140271
2018-01-06 05:00:00-06,0.9230226244343892
2018-01-06 05:15:00-06,0.9446742081447964
2018-01-06 05:30:00-06,0.9337466063348416
2018-01-06 05:45:00-06,0.9440904977375566
2018-01-06 06:00:00-06,0.9009230769230772
2018-01-06 06:15:00-06,0.9094434389140272
2018-01-06 06:30:00-06,0.9303257918552038
2018-01-06 06:45:00-06,0.979470588235294
2018-01-06 07:00:00-06,1.0188552036199097
2018-01-06 07:15:00-06,1.0517647058823532
2018-01-06 07:30:00-06,1.0529638009049775
2018-01-06 07:45:00-06,1.1196923076923078
2018-01-06 08:00:00-06,1.0807828054298645
2018-01-06 08:15:00-06,1.1438868778280544
